Feature,Speaker
"Pride: He is very proud of his past role as Dr. Drake Ramoray and after that, sometimes believes to be too good for being treated as a normal actor, he has already lost a job out of denying to have a small role, he refused to believe a very shady movie wasn't his big break, and in ""TOW Rachel's Assistant"" he refuses to audition to come back to 'Days of Our Lives', believing he should have the part automatically. It's particularly noteworthy that he considers himself a better actor for that gig, despite the fact he only earned it by sleeping with the cast director. He feels this ways about his performance in bed, asserting that women should remember him even when he doesn't.",Joey
"Reading the Stage Directions Out Loud: In some of his acting gigs, one is even the page quote. And the very first episode of Joey has him introducing himself with ""I am [name]!""",Joey
"Really Gets Around: Big time. Best demonstrated when Chandler wants to ask advice for a sexual problem, and rhetorically asks, ""Joey... you've had a lot of sex, right?"" Joey replies, ""Today? Some... not a lot.""",Joey
"Real Men Wear Pink: He's the most confident, macho, and ""manly"" of the three male characters, but he has no problem being In Touch with His Feminine Side in quite a few episodes. Being Janine's roommate in season 6 makes him develop an interest in girly activities, such as knitting and flower arranging. In another episode, he really likes wearing a bag, even if the others make fun of him because it looks like a woman's purse.",Joey
"Romantic False Lead: He's used as plot device to create tension between couples several times: with Chandler and Kathy in season 4, with Ross and Charlie in season 9, with Chandler and Monica in ""The One with the Truth About London"", and with Ross and Rachel in seasons 8-10.",Joey
"Sensitive Guy and Manly Man: Manly Man to Chandler's Sensitive Guy. Generally, Joey will sleep with girls for a night and Chandler will make them breakfast the next morning. In later seasons, he is also the Manly foil to nerdy Sensitive Guy Ross. We see this dynamic more often after Chandler starts spending more time with Monica.",Joey
Sex God: He is sometimes portrayed as an extremely satisfying lover.,Joey
"Shipper on Deck: A hardcore one for Chandler/Monica as he helps hide their relationship for months, officiates at their wedding and tells Chandler that they're perfect for each other and going to be together forever.",Joey
"Simple-Minded Wisdom: Despite Joey's intelligence, there are times where he's given worthy advice to his friends, even though it's given in his usual foolish manner. For example, when Rachel asks about the healthy amount of time to wait before asking someone out, Joey tells her ""The big question is, does he like you?"", stating that her feelings for him will be doomed from the start if he doesn't like her back.",Joey
"Sleeps in the Nude: Joked about at least twice. In one example, it resulted in Chandler Screaming at Squick.",Joey
"Smart Ball: Once in a while, he can be inexplicably cunning, fire off weird but practical knowledge or think brilliantly outside the box, and then go right back to being a ditz, sometimes in the same sentence. Joey was also the only one in the group to figure out on his own that Ross had a thing for Rachel (Chandler being Ross' confidant and the girls finding out when the secret was blown). He was also the only one to figure out on his own that Chandler and Monica were together (Rachel accidentally heard them having phone sex, and Phoebe and Ross saw them having sex).",Joey
"Supreme Chef: While he's been shown making a few errors (such as being unable to flip flapjacks well), he's been shown to pretty decent cook in his own right on occasion, with ""The One with the Cooking Class"", even hinting that he could potentially be good enough to rival Monica.",Joey
"Test Subject for Hire: He would do this between acting jobs. Some examples: In ""The One Where Rachel Finds Out"", he's participating in a fertility study requiring him to abstain from sex during the duration. In ""The One With The Unagi"" he needs money again, so he considers returning to medical experimentation. However, the only study open at the time is being conducted on identical twins. Joey tries hiring a lookalike to pretend to be his twin brother, but it doesn't work.",Joey
"Took a Level in Dumbass: He seems to have lost quite a few IQ points over the years, to the point where in the final season he can't tell left from right.",Joey
"Took a Level in Kindness: He is pretty much a Jerk with a Heart of Gold in early seasons. From season 4 onwards, his caring nature, Undying Loyalty, and close relationship with everyone in the group are emphasized much more.",Joey
"Too Dumb to Fool: While he's dimwitted for the most part, he is capable of becoming exceptionally quick or suspicious, especially when his friends lie to him.",Joey
"Trademark Favorite Food: Most Italian dishes, especially meatball sub sandwiches, lasagna, and the ""Joey Special.""note?Two pizzas.",Joey
"Undying Loyalty: Probably his main redeeming factor on the show. He can often be very shallow and dimwitted but is a very loyal friend to the rest of them, ranging from trying to ignore his feelings for Rachel out of respect for Ross to volunteering to get a job at Monica's restaurant just so that she can fire him and get her staff to respect her.",Joey
"Unmanly Secret: Despite being a tough adult man, he has a stuffed toy penguin named Huggsy.",Joey
Yuri Fan: Is the most likely one to suggest that Girl on Girl Is Hot.,Joey
"AcCENT upon the Wrong SylLABle: Only occasionally, but when he does... could he BE more of an example?",Chandler
"Agony of the Feet: Monica accidentally cut the tip of his toe off in ""The One with All the Thanksgivings"".",Chandler
"Amazingly Embarrassing Parents: It's hard to beat telling people how you got your son his first condoms on The Tonight Show. ""And then he burst into flames.""
All kids are embarrassed by their parents. You'd have to come up with a whole new word for what I went through.",Chandler
"Ambiguously Bi: Loved women and Monica, but had some Even the Guys Want Him moments, was teased the most for acting gay, was deeply protesting constantly and has made out with both Ross and a crossdressing man while drunk. Plus, in ""The One with the Superbowl"", after Phoebe sings her No Bisexuals song, he notices a kid smiling at him knowingly and ends the scene sulking. Chandler was originally meant to be gay, but the writers dropped the idea when Matthew Perry was cast. He's also a huge fan of romantic comedies, knowledge of celebrities (which makes Rachel suggest he watches less E! and more ESPN) and once started a sentence with ""If I was a guy...""
Chandler: What is it about me? Is it my hair?
Rachel: Yes, Chandler, that's exactly what it is. It's your hair.
Phoebe: Yeah, you have homosexual hair.",Chandler
